Serial_Number;Shift;PCB_Mainboard_Supplier;PCB_Batch_ID;LCD_Panel_Supplier;LCD_Batch_ID;Cable_Harness_Supplier;Cable_Batch_ID;Battery_Pack_Supplier;Housing_Case_Supplier;Thermal_Paste_Type;Ambient_Temp_C;Relative_Humidity;Air_Pressure_hPa;Particulate_PM2.5;Particulate_PM10;Screw_Torque_Nm;Screw_Count_OK;Glue_Dispense_Weight_mg;Housing_Gap_Check_mm;Soldering_Station_ID;Soldering_Temp_Set_C;Soldering_Temp_Real_C;Soldering_Time_s;Soldering_Tip_Age_Cycles;Flux_Usage_mg;Smoke_Extractor_Flow_m3h;Boot_Time_s;Standby_Current_mA;Max_Load_Current_A;Battery_Charge_Rate_A;Screen_Brightness_Nits;Dead_Pixel_Count;Touch_Response_ms;WiFi_Signal_dBm;Audio_Output_dB;Probe_Connector_Impedance_Ohm;Internal_QC_Status;Warranty_Claim;Claim_Type;Repair_Cost_USD;Firmware_Version
SN-2025-0390;Afternoon;AMD;PCB-A-2024-A;LG;LCD-L-420;Cables-X;CBL-2025-671;Panasonic;MoldMaster;Arctic-5;21.5;50.1;1025;5.0;12.1;1.12;12;190.9;0.146;Sold_01;250;250.8;4.62;33;14.5;45.6;14.94;51.3;2.39;1.03;378;0;8.42;-53.5;73.1;50.3;Pass;No;;0.0;v2.1
SN-2023-0375;Afternoon;Intel;PCB-I-2022-X;Sharp;LCD-S-867;FlexConnect;CBL-2022-993;LG Chem;Plast-Pro;Arctic-5;24.6;44.0;995;17.8;35.8;1.19;12;180.6;0.154;Sold_02;250;249.7;2.94;4760;12.1;49.1;12.54;53.9;2.15;1.02;443;1;5.01;-56.6;71.1;50.0;Pass;No;;0.0;v2.2
SN-2025-0327;Afternoon;Nvidia;PCB-N-2025-B;Samsung;LCD-S-392;WireTech;CBL-2024-601;Panasonic;Plast-Pro;Arctic-5;22.6;35.3;1028;20.4;19.2;1.1;12;195.1;0.198;Sold_02;250;253.4;3.58;2400;12.2;50.8;13.28;57.2;2.25;1.01;396;1;6.26;-48.7;73.2;49.68;Pass;No;;0.0;v2.1
SN-2023-0045;Afternoon;Intel;PCB-I-2022-Y;Samsung;LCD-S-779;Cables-X;CBL-2023-923;LG Chem;Plast-Pro;Arctic-5;23.0;43.1;1006;16.9;19.8;0.86;12;158.2;0.118;Sold_02;250;254.8;2.7;3914;11.4;47.1;14.87;42.2;2.33;1.03;447;0;7.61;-50.2;71.6;50.0;Rework;No;;0.0;v2.2
SN-2025-0317;Afternoon;AMD;PCB-A-2025-C;Samsung;LCD-S-914;Cables-X;CBL-2024-389;LG Chem;Plast-Pro;CoolM-2;24.7;57.1;1019;17.8;30.6;1.07;12;184.2;0.096;Sold_02;250;248.4;4.41;817;14.1;51.2;14.68;40.8;2.25;1.05;437;0;7.93;-47.8;72.4;50.09;Pass;No;;0.0;v2.1
SN-2023-0169;Afternoon;Intel;PCB-I-2023-B;LG;LCD-L-868;WireTech;CBL-2022-282;LG Chem;MoldMaster;Arctic-5;25.3;58.9;1013;7.6;38.7;1.18;12;177.1;0.155;Sold_02;250;250.5;4.72;4356;11.8;51.2;14.31;42.3;2.39;1.08;430;0;8.58;-40.3;73.1;50.22;Pass;No;;0.0;v2.2
SN-2023-0304;Morning;AMD;PCB-A-2023-B;Samsung;LCD-S-193;FlexConnect;CBL-2023-494;LG Chem;Plast-Pro;CoolM-2;24.5;63.4;994;21.4;26.2;0.93;12;150.4;0.169;Sold_02;250;253.2;3.67;4540;12.5;49.2;12.05;58.4;2.33;1.0;361;0;7.45;-56.2;73.0;49.92;Pass;No;;0.0;v2.1
SN-2025-0013;Afternoon;Nvidia;PCB-N-2025-C;Sharp;LCD-S-212;Cables-X;CBL-2025-368;Panasonic;Plast-Pro;Arctic-5;24.3;53.5;999;19.0;29.5;0.98;12;171.9;0.169;Sold_02;250;251.1;4.73;2704;10.7;45.7;12.05;44.6;2.15;1.02;382;0;8.94;-59.4;71.0;49.5;Pass;No;;0.0;v2.2
SN-2024-0105;Afternoon;AMD;PCB-A-2023-C;LG;LCD-L-226;WireTech;CBL-2024-142;LG Chem;MoldMaster;Arctic-5;22.8;60.6;1017;11.6;38.6;1.1;12;185.3;0.114;Sold_02;250;254.0;3.71;3219;10.2;51.0;13.01;53.6;2.36;1.08;365;2;6.86;-54.4;73.1;49.99;Pass;No;;0.0;v2.1
SN-2025-0587;Morning;AMD;PCB-A-2025-Y;LG;LCD-L-739;Cables-X;CBL-2025-795;LG Chem;Plast-Pro;Arctic-5;21.7;38.8;1000;18.7;35.8;1.07;12;155.8;0.096;Sold_01;250;248.2;3.99;3526;14.8;45.3;14.5;42.4;2.36;1.09;428;0;5.13;-44.3;70.0;49.63;Pass;No;;0.0;v2.2
SN-2023-0618;Afternoon;Intel;PCB-I-2022-X;LG;LCD-L-491;FlexConnect;CBL-2023-776;Panasonic;Plast-Pro;CoolM-2;25.2;54.9;1009;8.4;15.0;1.2;12;180.1;0.078;Sold_02;250;252.8;3.87;580;10.7;50.8;14.66;52.9;2.31;1.0;421;0;6.79;-47.7;70.5;49.71;Pass;No;;0.0;v2.2
SN-2025-0422;Afternoon;Nvidia;PCB-N-2024-A;LG;LCD-L-839;FlexConnect;CBL-2024-730;Panasonic;MoldMaster;Arctic-5;22.7;60.8;992;19.0;14.8;1.06;12;158.6;0.151;Sold_02;250;251.3;3.97;1888;10.7;54.4;14.18;50.2;2.15;1.03;408;0;7.26;-56.3;72.7;49.53;Pass;No;;0.0;v2.2
SN-2025-0323;Afternoon;Nvidia;PCB-N-2024-B;Samsung;LCD-S-777;FlexConnect;CBL-2025-103;LG Chem;MoldMaster;Arctic-5;21.4;65.0;1010;11.1;17.0;1.01;12;198.7;0.098;Sold_01;250;248.3;4.58;4483;11.4;48.3;12.82;46.0;2.29;1.01;368;0;7.18;-57.5;72.4;49.81;Pass;No;;0.0;v2.1
SN-2024-0217;Morning;Nvidia;PCB-N-2023-C;LG;LCD-L-591;WireTech;CBL-2024-853;LG Chem;MoldMaster;CoolM-2;23.1;35.2;1006;15.9;35.7;1.01;12;166.5;0.102;Sold_02;250;254.7;2.84;1302;11.9;51.1;12.51;40.2;2.37;1.04;404;0;9.93;-56.7;73.0;49.52;Pass;No;;0.0;v2.1
SN-2024-0500;Afternoon;Intel;PCB-I-2024-C;LG;LCD-L-798;Cables-X;CBL-2023-904;LG Chem;MoldMaster;Arctic-5;23.4;53.0;1028;18.1;15.5;0.99;12;186.8;0.071;Sold_02;250;252.8;4.19;1889;14.5;53.3;14.21;57.4;2.31;1.0;449;0;6.44;-40.9;70.1;50.34;Pass;Yes;Software Glitch;2112.0;v2.2
SN-2023-0592;Morning;Nvidia;PCB-N-2022-X;LG;LCD-L-265;WireTech;CBL-2022-146;LG Chem;MoldMaster;Arctic-5;24.0;56.7;1016;20.4;15.6;1.13;12;183.2;0.145;Sold_02;250;251.3;4.56;313;10.4;48.8;12.35;56.1;2.15;1.01;360;0;7.27;-49.7;73.2;49.96;Pass;No;;0.0;v2.1
SN-2024-0322;Afternoon;AMD;PCB-A-2023-C;LG;LCD-L-554;WireTech;CBL-2023-108;Panasonic;Plast-Pro;Arctic-5;22.6;64.5;1025;13.1;27.1;0.86;12;154.7;0.13;Sold_02;250;251.0;4.68;2058;11.7;47.0;14.37;59.9;2.12;1.02;449;1;5.36;-54.9;71.2;49.52;Pass;No;;0.0;v2.1
SN-2025-0059;Afternoon;AMD;PCB-A-2024-X;Samsung;LCD-S-486;WireTech;CBL-2024-154;LG Chem;Plast-Pro;CoolM-2;22.9;63.5;1010;16.0;21.5;1.12;12;199.1;0.194;Sold_01;250;253.9;2.7;364;11.5;53.7;12.48;58.5;2.39;1.02;358;0;7.44;-41.2;72.0;49.64;Pass;No;;0.0;v2.2
SN-2025-0417;Afternoon;Nvidia;PCB-N-2024-Y;LG;LCD-L-286;WireTech;CBL-2024-997;Panasonic;Plast-Pro;Arctic-5;22.8;61.1;1017;6.2;36.7;1.15;12;182.6;0.182;Sold_01;250;249.0;3.62;3007;10.2;50.5;13.06;46.8;2.12;1.07;365;0;6.28;-53.5;73.5;50.36;Pass;No;;0.0;v2.2
SN-2024-0534;Afternoon;Intel;PCB-I-2024-B;Samsung;LCD-S-647;Cables-X;CBL-2024-874;LG Chem;Plast-Pro;Arctic-5;21.4;45.0;1015;8.7;12.2;1.19;12;161.3;0.147;Sold_01;250;251.7;6.21;3072;11.9;54.8;12.33;49.5;2.28;1.03;401;2;9.91;-55.7;72.6;50.12;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2023-0508;Morning;Intel;PCB-I-2022-Y;Samsung;LCD-S-208;WireTech;CBL-2022-873;LG Chem;Plast-Pro;Arctic-5;25.6;46.8;994;21.3;35.9;1.16;12;166.2;0.093;Sold_01;250;255.0;4.26;2783;11.7;51.9;13.34;47.2;2.36;1.07;357;0;9.75;-53.0;71.4;50.15;Pass;No;;0.0;v2.2
SN-2023-0186;Afternoon;AMD;PCB-A-2022-C;Samsung;LCD-S-183;FlexConnect;CBL-2023-471;Panasonic;MoldMaster;Arctic-5;23.6;41.1;1005;18.5;24.9;0.9;12;183.0;0.155;Sold_02;250;254.5;4.14;2997;10.5;45.2;14.94;58.6;2.21;1.07;439;0;6.27;-55.0;70.4;50.3;Pass;No;;0.0;v2.1
SN-2024-0292;Afternoon;AMD;PCB-A-2024-X;LG;LCD-L-296;FlexConnect;CBL-2023-366;Panasonic;MoldMaster;Arctic-5;23.5;57.5;1022;21.4;18.5;1.07;12;160.1;0.079;Sold_01;250;251.0;3.25;748;14.3;50.2;14.97;58.4;2.14;1.05;436;0;5.4;-58.2;72.6;49.8;Rework;No;;0.0;v2.2
SN-2023-0428;Afternoon;Nvidia;PCB-N-2023-Y;LG;LCD-L-514;Cables-X;CBL-2022-005;LG Chem;MoldMaster;Arctic-5;21.7;46.4;999;5.9;31.6;1.13;12;183.1;0.084;Sold_01;250;251.9;3.55;2017;13.5;50.2;13.12;56.7;2.22;1.04;378;2;5.78;-56.4;73.4;49.86;Pass;No;;0.0;v2.1
SN-2023-0487;Afternoon;Intel;PCB-I-2022-X;LG;LCD-L-152;FlexConnect;CBL-2022-871;LG Chem;MoldMaster;CoolM-2;23.9;40.8;991;6.9;27.4;1.05;12;165.6;0.169;Sold_01;250;253.4;3.9;99;12.0;52.4;12.13;49.2;2.35;1.06;425;0;5.51;-40.4;70.7;49.73;Pass;No;;0.0;v2.2
SN-2025-0038;Morning;Intel;PCB-I-2024-B;Sharp;LCD-S-997;WireTech;CBL-2024-108;Panasonic;Plast-Pro;CoolM-2;23.1;48.3;996;22.2;39.7;0.85;12;171.9;0.163;Sold_01;250;251.8;3.63;988;13.4;53.7;12.45;42.5;2.3;1.1;351;0;6.02;-58.2;71.1;50.08;Pass;No;;0.0;v2.2
SN-2023-0301;Morning;Nvidia;PCB-N-2023-B;Sharp;LCD-S-443;Cables-X;CBL-2023-958;Panasonic;Plast-Pro;CoolM-2;22.3;38.3;1011;19.9;22.4;1.06;12;181.4;0.132;Sold_02;250;248.6;3.13;3658;12.4;45.9;14.92;46.9;2.24;1.0;449;0;5.23;-45.1;72.6;50.09;Pass;No;;0.0;v2.2
SN-2025-0577;Morning;Nvidia;PCB-N-2024-C;Sharp;LCD-S-482;WireTech;CBL-2025-948;Panasonic;Plast-Pro;Arctic-5;25.8;36.0;1028;8.9;20.6;0.91;12;188.6;0.128;Sold_02;250;251.6;4.31;1546;13.5;50.8;13.11;52.4;2.18;1.06;444;2;9.82;-51.3;71.3;49.79;Pass;No;;0.0;v2.1
SN-2024-0033;Afternoon;Intel;PCB-I-2023-Y;LG;LCD-L-623;Cables-X;CBL-2024-893;Panasonic;Plast-Pro;Arctic-5;25.2;51.5;1030;17.2;15.5;1.19;12;158.4;0.093;Sold_02;250;252.1;2.91;4847;13.1;46.1;14.59;42.9;2.36;1.01;365;0;5.36;-58.6;70.3;49.56;Pass;No;;0.0;v2.1
SN-2023-0553;Morning;AMD;PCB-A-2023-B;Sharp;LCD-S-289;WireTech;CBL-2022-955;Panasonic;Plast-Pro;CoolM-2;23.2;37.8;1023;14.6;21.0;1.19;12;178.6;0.187;Sold_02;250;250.1;3.13;1484;13.9;47.2;13.0;46.8;2.22;1.02;374;2;7.31;-48.1;73.9;49.91;Pass;No;;0.0;v2.2
SN-2025-0257;Afternoon;Intel;PCB-I-2024-A;LG;LCD-L-413;FlexConnect;CBL-2024-098;Panasonic;MoldMaster;Arctic-5;24.3;61.5;1014;10.1;32.3;0.93;12;184.6;0.108;Sold_01;250;253.6;4.73;4862;14.2;51.1;12.8;59.4;2.19;1.09;358;0;9.49;-43.0;70.6;49.99;Pass;No;;0.0;v2.2
SN-2023-0585;Morning;Intel;PCB-I-2022-Y;LG;LCD-L-571;FlexConnect;CBL-2023-865;Panasonic;Plast-Pro;CoolM-2;22.8;53.0;1028;19.6;13.9;0.86;12;163.7;0.057;Sold_01;250;251.0;4.62;1648;14.8;51.4;14.36;40.4;2.18;1.02;395;0;8.07;-48.8;72.8;49.58;Pass;No;;0.0;v2.2
SN-2025-0595;Afternoon;Intel;PCB-I-2024-B;LG;LCD-L-661;FlexConnect;CBL-2025-043;LG Chem;MoldMaster;Arctic-5;22.8;40.8;1021;10.5;17.4;1.13;12;182.8;0.195;Sold_01;250;254.5;3.61;265;11.6;49.1;12.15;45.4;2.1;1.04;362;2;7.11;-58.2;74.7;50.36;Pass;No;;0.0;v2.1
SN-2025-0018;Afternoon;Nvidia;PCB-N-2024-Y;Samsung;LCD-S-792;Cables-X;CBL-2025-247;LG Chem;MoldMaster;Arctic-5;23.3;64.9;1021;23.9;34.0;0.98;12;166.6;0.091;Sold_01;250;249.7;3.81;957;11.4;53.4;12.04;47.6;2.31;1.05;402;0;6.79;-52.5;70.0;50.14;Pass;No;;0.0;v2.1
SN-2024-0583;Afternoon;Intel;PCB-I-2023-C;LG;LCD-L-816;WireTech;CBL-2023-949;Panasonic;MoldMaster;Arctic-5;21.0;57.2;1003;24.4;18.4;1.0;12;157.6;0.106;Sold_02;250;253.1;2.94;609;11.2;52.4;12.64;44.6;2.35;1.01;362;0;8.03;-56.4;73.9;49.68;Pass;No;;0.0;v2.2
SN-2023-0176;Morning;AMD;PCB-A-2023-X;Samsung;LCD-S-793;WireTech;CBL-2022-899;LG Chem;MoldMaster;CoolM-2;23.5;38.6;1012;13.3;31.6;1.0;12;176.9;0.196;Sold_01;250;251.7;4.2;666;12.4;53.4;13.05;53.5;2.34;1.07;371;0;5.15;-53.9;71.7;49.66;Pass;No;;0.0;v2.2
SN-2023-0580;Morning;Nvidia;PCB-N-2022-X;Samsung;LCD-S-387;FlexConnect;CBL-2023-331;LG Chem;MoldMaster;CoolM-2;24.1;64.9;1002;14.4;30.8;1.11;12;198.5;0.186;Sold_01;250;251.4;2.92;586;10.8;47.2;13.97;42.5;2.26;1.06;359;0;6.43;-46.3;73.4;50.12;Pass;No;;0.0;v2.1
SN-2024-0014;Afternoon;Intel;PCB-I-2024-A;Samsung;LCD-S-221;FlexConnect;CBL-2023-745;LG Chem;Plast-Pro;Arctic-5;26.0;54.0;993;20.9;38.9;0.85;12;188.1;0.151;Sold_02;250;252.8;4.13;241;13.3;54.9;12.06;46.1;2.4;1.06;398;0;7.65;-46.5;72.9;49.73;Pass;No;;0.0;v2.1
SN-2025-0267;Morning;Nvidia;PCB-N-2024-A;Samsung;LCD-S-272;WireTech;CBL-2025-753;LG Chem;Plast-Pro;CoolM-2;22.6;42.3;991;10.5;18.2;1.06;12;162.0;0.184;Sold_02;250;253.2;4.3;1169;14.7;53.7;13.12;52.0;2.28;1.05;422;0;8.23;-56.4;70.3;50.38;Pass;No;;0.0;v2.2
SN-2023-0124;Afternoon;AMD;PCB-A-2022-C;LG;LCD-L-662;WireTech;CBL-2023-863;LG Chem;MoldMaster;CoolM-2;25.1;36.3;1013;5.8;11.4;1.05;12;175.9;0.131;Sold_02;250;252.1;4.11;1580;12.7;45.2;13.98;58.6;2.3;1.04;428;0;7.77;-48.0;70.5;50.41;Pass;No;;0.0;v2.2
SN-2023-0454;Morning;Nvidia;PCB-N-2022-Y;Samsung;LCD-S-889;FlexConnect;CBL-2022-712;Panasonic;MoldMaster;CoolM-2;21.3;64.1;997;24.9;21.0;0.91;12;156.1;0.161;Sold_01;250;251.5;4.67;2655;10.3;46.7;14.85;55.8;2.35;1.05;375;0;8.78;-49.1;74.2;49.91;Pass;No;;0.0;v2.1
SN-2023-0412;Afternoon;Nvidia;PCB-N-2023-B;Sharp;LCD-S-795;Cables-X;CBL-2023-890;Panasonic;MoldMaster;CoolM-2;21.1;57.9;1030;10.4;21.9;1.08;12;169.9;0.069;Sold_02;250;250.1;6.2;3001;11.4;49.6;12.06;53.2;2.15;1.08;375;0;7.1;-52.0;71.8;49.61;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2023-0573;Morning;Nvidia;PCB-N-2022-B;Sharp;LCD-S-389;FlexConnect;CBL-2023-147;Panasonic;Plast-Pro;CoolM-2;22.5;62.3;998;19.9;33.6;1.12;12;189.2;0.095;Sold_02;250;251.0;4.32;816;11.1;45.9;14.33;42.3;2.27;1.08;353;0;9.45;-40.7;70.5;49.95;Pass;No;;0.0;v2.1
SN-2023-0040;Afternoon;AMD;PCB-A-2022-C;Samsung;LCD-S-675;FlexConnect;CBL-2022-641;Panasonic;MoldMaster;Arctic-5;23.7;48.1;1030;9.7;38.1;1.07;12;159.5;0.19;Sold_01;250;254.6;3.81;3417;14.9;51.3;14.26;54.5;2.38;1.08;428;0;7.04;-43.2;74.1;50.11;Pass;No;;0.0;v2.1
SN-2024-0130;Afternoon;AMD;PCB-A-2023-C;LG;LCD-L-765;WireTech;CBL-2023-025;Panasonic;Plast-Pro;CoolM-2;24.6;54.4;1009;24.7;29.8;0.81;12;185.2;0.148;Sold_02;250;251.6;3.52;4331;13.8;48.8;12.4;49.1;2.38;1.07;422;0;6.03;-54.3;73.0;50.43;Pass;No;;0.0;v2.1
SN-2024-0335;Morning;AMD;PCB-A-2024-C;Samsung;LCD-S-808;FlexConnect;CBL-2024-691;LG Chem;MoldMaster;Arctic-5;22.0;39.9;1023;20.7;33.9;1.2;12;152.8;0.134;Sold_01;250;253.9;3.86;4791;10.9;48.6;13.24;49.0;2.37;1.02;438;0;8.51;-50.0;72.4;49.57;Pass;No;;0.0;v2.1
SN-2023-0332;Morning;Intel;PCB-I-2023-C;Samsung;LCD-S-839;WireTech;CBL-2022-062;Panasonic;MoldMaster;Arctic-5;24.9;39.1;996;13.5;26.6;1.1;12;162.6;0.198;Sold_01;250;250.7;3.3;1480;10.3;53.3;12.86;48.3;2.2;1.08;365;0;7.55;-41.6;70.2;49.98;Pass;No;;0.0;v2.1
SN-2024-0126;Morning;AMD;PCB-A-2024-C;Samsung;LCD-S-786;FlexConnect;CBL-2023-400;LG Chem;Plast-Pro;CoolM-2;23.6;61.0;1025;6.4;12.4;1.04;12;178.2;0.142;Sold_02;250;249.3;3.72;867;13.7;52.9;13.62;45.7;2.36;1.04;358;0;7.95;-44.9;74.7;49.56;Pass;No;;0.0;v2.2
SN-2023-0195;Afternoon;Intel;PCB-I-2022-C;Sharp;LCD-S-268;WireTech;CBL-2022-880;Panasonic;MoldMaster;Arctic-5;25.1;52.8;1006;24.0;25.1;0.89;12;155.5;0.188;Sold_01;250;250.7;2.67;761;13.5;54.7;14.4;41.4;2.3;1.08;398;0;7.04;-46.6;73.5;49.9;Pass;No;;0.0;v2.1
SN-2024-0429;Morning;AMD;PCB-A-2024-B;LG;LCD-L-484;FlexConnect;CBL-2023-711;Panasonic;Plast-Pro;CoolM-2;23.2;57.4;1001;15.6;27.8;0.84;12;155.3;0.127;Sold_01;250;252.9;3.19;1056;10.4;45.8;13.38;47.3;2.38;1.09;387;0;6.43;-56.8;72.7;49.84;Pass;No;;0.0;v2.1
SN-2023-0527;Morning;AMD;PCB-A-2023-C;LG;LCD-L-310;WireTech;CBL-2023-917;Panasonic;MoldMaster;Arctic-5;24.1;37.6;1007;7.9;26.3;0.92;12;157.7;0.109;Sold_02;250;251.2;3.42;227;13.7;48.0;12.97;48.9;2.38;1.09;393;0;6.96;-41.1;71.4;49.65;Pass;No;;0.0;v2.1
SN-2025-0372;Morning;AMD;PCB-A-2024-A;Sharp;LCD-S-176;WireTech;CBL-2025-337;Panasonic;MoldMaster;Arctic-5;23.1;44.6;1017;11.4;16.5;1.04;12;169.9;0.115;Sold_02;250;254.6;2.55;4181;10.6;53.7;13.48;56.5;2.29;1.06;382;0;7.89;-43.0;70.9;50.13;Pass;No;;0.0;v2.2
SN-2023-0323;Afternoon;AMD;PCB-A-2022-X;Samsung;LCD-S-388;WireTech;CBL-2022-559;LG Chem;Plast-Pro;CoolM-2;23.6;54.8;1028;17.9;10.8;0.81;12;166.6;0.186;Sold_01;250;248.6;4.67;3389;10.8;47.4;13.54;45.9;2.3;1.06;354;0;8.37;-59.6;73.0;50.15;Pass;No;;0.0;v2.2
SN-2025-0115;Afternoon;Nvidia;PCB-N-2025-X;LG;LCD-L-713;Cables-X;CBL-2024-945;Panasonic;MoldMaster;CoolM-2;26.0;41.6;994;8.9;17.6;1.18;12;193.6;0.17;Sold_01;250;253.2;5.91;905;13.9;50.2;13.82;56.4;2.36;1.07;412;0;9.79;-53.9;74.7;49.61;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2023-0267;Afternoon;Nvidia;PCB-N-2022-C;Samsung;LCD-S-916;WireTech;CBL-2022-598;Panasonic;Plast-Pro;CoolM-2;24.5;55.0;1017;14.2;16.8;1.15;12;194.7;0.06;Sold_02;250;253.6;3.38;3401;10.1;52.5;13.04;55.2;2.16;1.05;368;2;5.37;-49.3;74.1;50.49;Pass;No;;0.0;v2.1
SN-2025-0339;Morning;Nvidia;PCB-N-2024-B;Sharp;LCD-S-220;WireTech;CBL-2025-130;Panasonic;Plast-Pro;CoolM-2;23.6;61.0;991;22.5;21.7;1.16;12;168.8;0.148;Sold_02;250;251.9;4.71;2164;14.3;54.2;12.06;54.7;2.37;1.03;436;1;5.01;-49.8;70.2;50.39;Pass;No;;0.0;v2.2
SN-2025-0084;Afternoon;AMD;PCB-A-2024-C;Samsung;LCD-S-914;Cables-X;CBL-2025-389;LG Chem;Plast-Pro;CoolM-2;24.7;57.1;1019;17.8;30.6;1.07;12;184.2;0.096;Sold_02;250;248.4;4.41;817;14.1;51.2;14.68;40.8;2.25;1.05;437;0;7.93;-47.8;72.4;50.09;Pass;No;;0.0;v2.1
SN-2023-0068;Afternoon;AMD;PCB-A-2023-B;Sharp;LCD-S-975;WireTech;CBL-2023-100;Panasonic;Plast-Pro;Arctic-5;21.5;61.9;1014;13.7;27.5;1.13;12;151.6;0.052;Sold_01;250;248.2;2.54;3487;14.3;53.7;12.07;54.8;2.3;1.08;386;0;9.93;-46.6;70.4;49.54;Rework;No;;0.0;v2.2
SN-2025-0433;Afternoon;Intel;PCB-I-2024-X;Sharp;LCD-S-518;Cables-X;CBL-2025-819;Panasonic;Plast-Pro;CoolM-2;24.5;43.4;991;20.4;35.5;0.83;12;176.2;0.063;Sold_01;250;252.0;4.09;3637;13.6;54.9;14.28;52.6;2.26;1.09;428;0;8.08;-55.9;71.0;49.8;Pass;No;;0.0;v2.1
SN-2025-0616;Morning;Intel;PCB-I-2025-A;LG;LCD-L-652;WireTech;CBL-2024-096;Panasonic;MoldMaster;Arctic-5;21.2;44.4;991;7.9;32.1;1.04;12;151.7;0.07;Sold_02;250;251.9;3.08;3898;14.6;51.6;13.53;40.4;2.17;1.03;448;0;9.91;-59.1;74.3;50.42;Pass;No;;0.0;v2.1
SN-2024-0494;Afternoon;Nvidia;PCB-N-2024-A;Samsung;LCD-S-220;Cables-X;CBL-2024-182;LG Chem;MoldMaster;Arctic-5;24.2;58.9;1015;25.0;39.0;1.15;12;170.8;0.086;Sold_01;250;252.6;3.77;711;10.1;47.4;13.83;54.2;2.34;1.09;374;0;7.22;-57.9;70.6;49.53;Pass;No;;0.0;v2.1
SN-2025-0274;Afternoon;Nvidia;PCB-N-2024-Y;Samsung;LCD-S-367;FlexConnect;CBL-2024-122;Panasonic;Plast-Pro;Arctic-5;21.6;47.0;1017;14.7;29.9;0.85;12;174.2;0.144;Sold_01;250;251.3;4.29;1759;11.0;49.0;14.33;56.1;2.19;1.05;374;0;6.48;-57.1;74.5;50.03;Pass;No;;0.0;v2.2
SN-2025-0128;Afternoon;Intel;PCB-I-2025-Y;Sharp;LCD-S-998;FlexConnect;CBL-2025-209;Panasonic;MoldMaster;Arctic-5;21.5;37.6;1018;12.3;38.7;0.93;12;166.3;0.057;Sold_01;250;252.1;2.97;292;10.0;52.7;12.75;59.6;2.18;1.02;352;0;6.34;-57.5;73.8;49.53;Pass;No;;0.0;v2.1
SN-2024-0402;Afternoon;AMD;PCB-A-2023-B;LG;LCD-L-356;WireTech;CBL-2024-436;Panasonic;MoldMaster;Arctic-5;23.1;64.0;1006;24.6;35.9;0.95;12;178.9;0.128;Sold_02;250;253.6;3.66;2796;14.2;50.0;14.31;57.9;2.4;1.06;413;0;7.59;-42.4;70.4;50.31;Pass;No;;0.0;v2.1
SN-2025-0464;Morning;AMD;PCB-A-2024-X;LG;LCD-L-991;WireTech;CBL-2025-115;LG Chem;MoldMaster;CoolM-2;25.7;41.3;1023;20.9;11.1;1.06;12;161.7;0.16;Sold_01;250;250.5;3.81;918;14.1;47.0;13.65;54.4;2.24;1.0;449;2;7.42;-58.1;72.1;50.15;Pass;No;;0.0;v2.2
SN-2025-0399;Morning;AMD;PCB-A-2025-Y;LG;LCD-L-746;FlexConnect;CBL-2024-898;Panasonic;Plast-Pro;Arctic-5;22.2;38.4;1017;10.6;35.6;1.09;12;175.1;0.099;Sold_02;250;249.7;4.49;506;14.7;46.9;12.17;48.6;2.24;1.02;435;0;6.28;-56.9;74.8;49.97;Rework;No;;0.0;v2.1
SN-2023-0555;Afternoon;Intel;PCB-I-2023-B;LG;LCD-L-480;WireTech;CBL-2022-187;Panasonic;Plast-Pro;Arctic-5;24.5;61.4;1022;23.8;34.3;1.12;12;160.5;0.082;Sold_02;250;253.6;4.7;4646;14.1;50.7;12.65;52.6;2.12;1.01;438;0;7.39;-56.0;70.2;49.88;Pass;No;;0.0;v2.2
SN-2024-0216;Morning;AMD;PCB-A-2024-A;Sharp;LCD-S-486;FlexConnect;CBL-2024-331;Panasonic;MoldMaster;Arctic-5;21.3;64.4;992;16.2;37.7;1.03;12;153.3;0.2;Sold_02;250;254.4;3.26;3002;13.5;50.5;12.79;50.6;2.16;1.08;365;0;8.1;-42.7;74.0;50.25;Pass;No;;0.0;v2.1
SN-2025-0535;Afternoon;AMD;PCB-A-2024-C;Samsung;LCD-S-226;Cables-X;CBL-2025-070;Panasonic;Plast-Pro;CoolM-2;25.1;37.7;1010;16.6;23.5;0.86;12;172.9;0.133;Sold_01;250;254.8;2.89;2882;10.3;50.4;13.96;56.8;2.13;1.08;396;0;7.67;-52.4;74.3;49.82;Pass;No;;0.0;v2.2
SN-2025-0291;Morning;Nvidia;PCB-N-2025-Y;LG;LCD-L-533;Cables-X;CBL-2025-678;Panasonic;MoldMaster;Arctic-5;25.8;52.5;1017;20.3;10.3;0.84;12;187.9;0.088;Sold_01;250;254.8;4.56;5;13.6;50.4;12.69;42.9;2.27;1.01;425;0;7.51;-41.5;74.5;49.53;Pass;No;;0.0;v2.2
